URI,Title,Year,Album,Popularity,Duration,Key,Mode,Tempo,Time_signature,Valence,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Album debut,Other releases,Single A side,Single B side,Single certification,Genre,Styles,Themes,Moods,Songwriter(s),Lead vocal(s),Cover,Covered by,Chart position UK (Wikipedia),Chart position US (Wikipedia),Highest position (The Guardian),Weeks on chart in UK (The Guardian),Weeks at No1 in UK (The Guardian),Highest position (Billboard),Weeks at No1 (Billboard),Top 50 (Billboard),Top 50 (Ultimate classic rock),Top 50 (Rolling Stone),Top 50 (NME),Top 50 (Top50songs.org),"Top 50 (USA today, 2017)","Top 50 (Vulture, by Bill Wyman)"
spotify:track:2rQvZscmpb6a7ejDiKprcL,Yes It Is,1965,Past Masters (Vols. 1 & 2 / Remastered),46.0,161.0,4.0,1.0,132.571,4.0,0.426,0.414,0.329,-8.193,0.638,0.0,0.114,0.0396,UK: Rarities US: Beatles VI,16.0,Ticket to Ride,Yes It Is,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll","Feeling Blue, Heartache, Jealousy, Regret, Reminiscing",Bittersweet Poignant Reflective Wistful Yearning Autumnal Melancholy Sad Searching Passionate Plaintive,Lennon,"Lennon, McCartney and Harrison",,2.0,1.0,46.0,,,,,,,,,,,,
spotify:track:3BQHpFgAp4l80e1XslIjNI,Yesterday,1965,Help!,80.0,123.0,5.0,1.0,96.529,4.0,0.315,0.332,0.179,-11.83,0.879,0.0,0.0886,0.0326,UK: Help! US: Yesterday and Today,33.0,Yesterday,Act Naturally,RIAA Gold,"Baroque Pop, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Breakup, Feeling Blue, Heartache",Bittersweet Earnest Plaintive Poignant Reflective Searching Wistful Yearning Intimate Delicate Melancholy Precious Warm Organic,McCartney,McCartney,,70.0,8.0,1.0,8.0,7.0,,1.0,4.0,12.0,12.0,4.0,22.0,3.0,6.0,39.0
spotify:track:5b9G4dtK3Tdguuy9BO3Nwo,You Can't Do That,1964,A Hard Day's Night,51.0,157.0,0.0,1.0,129.161,4.0,0.961,0.612,0.788,-6.251,0.367,0.0,0.382,0.0335,UK: A Hard Day's Night US: The Beatles Second Album,25.0,Can't Buy Me Love,You Can't Do That,,"Rock and Roll, R&B, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary, Alternative/Indie Rock, Britpop","Awareness, Goodbyes, In Love, Jealousy, Relationships",Acerbic Rollicking Rousing Menacing Swaggering Angry Energetic Raucous Agreeable Bright Carefree Cheerful Lively Optimistic Positive Striding Strong,Lennon,Lennon,,10.0,1.0,48.0,,,,,,,,,,,,
spotify:track:2k7gS1tS9OHeS3e8MatzgJ,You Know My Name (Look Up the Number),1967,Past Masters (Vols. 1 & 2 / Remastered),40.0,261.0,2.0,1.0,118.822,4.0,0.696,0.672,0.529,-11.566,0.647,0.0,0.147,0.2,UK: Rarities US: Rarities,4.0,Let It Be,You Know My Name (Look Up the Number),RIAA 2xPlatinum,"Comedy Rock, Jazz, Experimental Rock, Avant-Garde, Novelty, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Comedy Rock","Mischievous, Playful, In Love, Passion, Starting Out, Yearning",Campy Fractured Freewheeling Humorous Irreverent Meandering Messy Playful Quirky Rollicking Silly Cheerful Ramshackle Fun Whimsical,"Lennon, with McCartney",Lennon and McCartney,,1.0,2.0,,,,,,,,,,,,,
spotify:track:1n8oABN9yti0owTEKcms0q,You Know What to Do,1964,Anthology 1,28.0,119.0,9.0,1.0,82.77,4.0,0.701,0.579,0.463,-6.88,0.712,0.0,0.119,0.0345,Anthology 1,,,,,Pop/Rock,,,,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:0y1LLH0NiwOD5tM3aNMXTr,You Like Me Too Much,1965,Help!,50.0,155.0,7.0,1.0,88.316,4.0,0.899,0.555,0.57,-7.869,0.415,0.0,0.191,0.0302,UK: Help! US: Beatles VI,12.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock",In Love,Bright Cheerful Rollicking Fun Freewheeling Playful Carefree,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:1jOLTO379yIu9aMnCkpMQl,You Never Give Me Your Money,1969,Abbey Road,60.0,242.0,0.0,1.0,174.464,3.0,0.223,0.335,0.416,-11.051,0.345,0.136,0.116,0.0348,Abbey Road,7.0,,,,"Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Prog-Rock, Rock & Roll",The Creative Side,Atmospheric Elaborate Freewheeling Irreverent Lush Playful Rousing Swaggering Theatrical Whimsical Complex Fractured Indulgent Rollicking Quirky Brassy Energetic Bittersweet,McCartney,McCartney,,6.0,,,,,,,,,,,,,,
spotify:track:4LLBKnNCrSRrSjSTuiwjE9,You Won't See Me,1965,Rubber Soul,57.0,202.0,9.0,1.0,115.941,4.0,0.473,0.488,0.539,-8.752,0.136,0.0,0.0538,0.0304,Rubber Soul,11.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Breakup, Regret",Bright Rousing Acerbic Bitter Wry Yearning Freewheeling Playful Reflective,McCartney,McCartney,,9.0,,,,,,,,,,,,,,
spotify:track:175jiRVJ6N6ayJQ1FXim56,You'll Be Mine,1960,Anthology 1,28.0,99.0,5.0,1.0,89.585,3.0,0.616,0.418,0.524,-7.901,0.989,0.936,0.131,0.0506,Anthology 1,,,,,"R&B, Experimental, Pop/Rock",,,,Lennon and McCartney,McCartney,,,,,,,,,,,,,,,,
spotify:track:70HNt0eoBVqr4ss68U8x3B,You're Going to Lose That Girl,1965,Help!,57.0,140.0,4.0,1.0,131.975,4.0,0.818,0.533,0.66,-7.694,0.346,0.0,0.26,0.0337,Help!,6.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",,Bravado Bright Swaggering Rollicking Organic,Lennon,Lennon,,2.0,,,,,,,,,,27.0,,,,
spotify:track:4F1AgKpuFRMLEgtPETVwZk,You've Got to Hide Your Love Away,1965,Help!,73.0,131.0,7.0,1.0,184.267,3.0,0.378,0.398,0.392,-9.05,0.207,0.0,0.102,0.0282,Help!,12.0,,,,FolkPop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage","Breakup, Feeling Blue, Heartache, Introspection, Jealousy, Loss/Grief, Regret",Angst-Ridden Autumnal Melancholy Passionate Poignant Sad Searching Wistful Yearning Bittersweet Organic Plaintive Gentle Intimate Reflective Literate Warm Bitter,Lennon,Lennon,,21.0,,,,,,,,,42.0,31.0,49.0,,37.0,46.0
spotify:track:7rgUYidQh5tH0YlXCoKaYJ,You've Really Got a Hold on Me,1963,With the Beatles,54.0,182.0,9.0,1.0,77.643,4.0,0.687,0.373,0.388,-9.31,0.525,0.0,0.267,0.0337,UK: With the Beatles US: The Beatles Second Album,2.0,,,,"Soul, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",In Love,Earnest Passionate Poignant Rousing Yearning Warm Sweet,Robinson,Lennon and Harrison,Y,,,,,,,,,,,,,,,
spotify:track:3FuRBetiFz4ijeLdGCxQ5Y,Young Blood,1963,Live at the BBC,29.0,116.0,2.0,1.0,68.111,4.0,0.923,0.474,0.615,-10.302,0.697,0.0,0.926,0.0358,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Day Driving, Hanging Out, Small Gathering",Amiable/Good-Natured Bright Fun Bravado Energetic Freewheeling Rollicking Summery Swaggering Yearning Lively Whimsical Light Sparkling Confident Witty,"Leiber, Stoller",Harrison,Y,,,,,,,,,,,,,,,
spotify:track:1dxbAIfCASqv6jix2R1Taj,Your Mother Should Know,1967,Magical Mystery Tour,58.0,149.0,0.0,1.0,117.613,4.0,0.724,0.698,0.293,-11.361,0.784,0.0106,0.0936,0.0332,Magical Mystery Tour,13.0,,,,"Music Hall, Vaudeville Rock, Psychedelic Pop, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage",,Carefree Nostalgic Playful Precious Quirky Refined Soothing Theatrical Whimsical Amiable/Good-Natured Fun Sweet Cheerful Sophisticated Sparkling Stylish Dreamy,McCartney,McCartney,,1.0,,,,,,,,,,,,,,
